food_id,serving_unit,serving_quantity,serving_weight_g,meal_role,swap_group,meal_pair_group,portion_min,portion_max,portion_step,budget_level,availability,food_category,can_be_primary_meal,max_serving_multiplier
c3fa7e2d-256d-4f27-8815-e01b434be2c2,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f803ae2b-5979-431a-914e-c1fe28cf1b4b,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
5166b56e-64ad-49f4-8473-bf6a362106c3,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
de6fa189-bb3d-483a-898f-c4c1a396c42c,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2bfffedb-c04c-42a0-8506-f9d2f20e8d28,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
ca2a5362-6b7d-4fbf-94b6-6395c63eb10b,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
128e389a-591f-45f1-a0ef-d56183ec02f6,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
f2a76156-5304-4e61-a7fb-f218bcec248a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
85b4e388-224f-40e4-b817-db36641755dd,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2f0eae9f-53c4-4355-8639-063feb3dd544,g,150.0,150.0,protein_main,eggs,All India Meal,50,300,50,Low,very_common,Eggs,True,2.0
67d026ef-cd61-413d-943e-6579b01ef305,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1894f19c-1ad6-49af-a94d-f4ea6079d230,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
c3449cef-c733-4558-8293-00cca4dbc502,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
4dd350f2-314e-451e-beb5-64d6dd80775f,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
91c45219-50a7-4f96-9d41-964407f6609a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
b8408073-ce41-401f-8a52-6a51f5cefc10,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
a688e8af-fbc5-410f-bec6-8a6c8d11cc4c,g,150.0,150.0,carb_base,whole grains,Chapati Meal,50,300,50,Low,common,Whole Grains,True,2.0
ab5bfb23-b80c-455e-bc6e-b2f7b5f0f07e,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
e904563e-d9fd-414c-9456-a2420d48d31b,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
75bc8795-3af3-40ba-93a8-8832b19ae20c,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
603babe8-8e18-4399-a3e2-90c997bcb1d9,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
8ff5e2f0-777c-48b0-aadd-94b848c4e650,g,150.0,150.0,protein_main,dal & pulses,North Indian Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
d6f7a19f-7f02-47e8-be01-fd382352b3e5,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
08816c4d-e33a-4c9c-87c4-ec507c8a77ed,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
9a7479fa-6b1d-423b-aaa3-e4c8f8c8be5a,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
7d8020a0-4798-4752-aaa8-3f4f369384e9,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
2409b279-a3ef-4018-b844-7dfa5dfbf9f0,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
88be2aa8-59e7-4252-83b5-d73348c73987,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
23174566-f24c-4e23-ab52-0b52338d65df,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
ce47807b-6ba0-4a86-9850-42f39d54f778,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
c1171281-fd65-47ba-b5da-4d6ff510f501,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
65a513cd-310e-439f-a700-ea8a79161709,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
d48c7907-8c25-49c0-9e0e-2988664cbd22,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
36e9c4c1-8139-4fca-b924-0924737f2438,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
1fd17cbd-bf5b-4962-9605-75bab62896f1,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
900df6a9-e501-4b75-9fd1-8b061fb42292,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
d7f7fb50-d686-4605-9d9f-32b4a8f34fe5,g,150.0,150.0,protein_main,chicken/meat,Rice Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
c6915e7e-3fbb-444a-9669-9a50545e00d7,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
d4b3e6e6-5308-41ea-b918-bce52dacb757,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
36719285-0a73-4377-b09e-70eae1e5e6c7,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
e365064e-3261-4780-a665-2641dfd8732b,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
eceb5795-36a8-43be-b802-79446f7123f5,g,150.0,150.0,carb_base,rice,Rice Meal,50,300,50,Low,very_common,Rice,True,2.0
17e314d9-6f0b-42df-bd07-b470ac7ca33a,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
489d2297-4fe3-43eb-8be5-77ad6c4b2041,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
a43250f6-dbcd-4623-864b-8a7cee486cd3,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
3ceb5830-e5d4-425f-949d-84a8c24e6f07,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
2a5e239d-20b3-4756-a651-16b5ad830642,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
3ba9cb01-607b-496d-ac38-0d236335bce2,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
799e417b-2c0d-4f0f-a0d8-919bde0ff499,g,150.0,150.0,condiment,traditional meal,All India Meal,50,30,50,Low,very_common,Condiment,False,2.0
205f5208-b1ac-4873-8c30-f1aa7ce5fac4,g,150.0,150.0,carb_base,whole grains,North Indian Meal,50,300,50,Low,common,Whole Grains,True,2.0
94199dda-bc15-4b48-9c4f-54803229c0e1,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
03676bf2-211c-476b-83d0-32de08617de2,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
bbada121-28ce-417c-81e3-f0af3fddc27c,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
df931acc-5e01-4a58-95da-9a4fb7e6ad48,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
8969011d-246b-4051-ace0-ea26542e1cb1,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
7f53ab92-370f-4464-8627-57ade37b1b93,g,150.0,150.0,carb_base,whole grains,Chapati Meal,50,300,50,Low,common,Whole Grains,True,2.0
2586287f-dbb6-4c91-8686-6d3b2fa4b668,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
8b341d4f-2d52-4fab-b275-36e8da42ab6a,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
bfff9061-4788-414d-b37e-578d17d3175e,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
d7ba2aa5-cea4-4d9a-bbc1-c73ddfd6cae7,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
440c53e0-6816-468c-bf0f-61ce7f6b0e64,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
ff03b15c-2e55-4f32-8618-a94c20224d0d,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
899966bb-473e-4fbb-a663-01c9010ca636,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
d085a433-aac2-486c-b700-19adda1263db,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
ae8a5523-e6b0-4b49-9899-097794327e10,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
d090f977-b970-4c0b-aced-e115bfd12da2,g,150.0,150.0,protein_main,dal & pulses,North India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
208e8c56-0e4f-4922-9cdf-d3e02d8f3cf4,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
5ceea6c5-2360-4e43-ac67-dc8c1d4a5c5b,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
6bfeef79-a75e-4617-8a85-3a8cec1475c4,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
0116cde2-c9f7-49a2-a2fe-80d24310f7b5,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
d7d76c6e-b090-4b2c-8efd-4ec2a7a91bae,g,150.0,150.0,protein_main,dal & pulses,North India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
27406822-f9b6-42f3-a71e-98b3ab156cec,g,150.0,150.0,combo_meal,traditional meal,South Indian Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
54bdc5af-f0df-4b9a-bc5f-f20d1f1bbc74,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
c0c425d6-a672-48dc-bba5-05057ee2ce42,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
0e41c07f-e12f-47c2-bbfa-52349ead1af6,g,150.0,150.0,protein_main,dal & pulses,All India Meal,50,300,50,Low,very_common,Dal & Pulses,True,2.0
9e7e211b-cf61-4248-8160-29a9711a9e4e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
dffb19e9-a923-4aab-b694-b7e63eb9bf80,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
cd68a4aa-ecc6-47ca-a0ab-14f32423ce3f,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
78176452-73f7-4711-95e2-49856a46452a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
59d7d3d6-ceb7-44a2-a21b-a0fc14290c45,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
162e06dc-fdf0-42f9-963f-48039da50990,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
9f883de7-034b-48c9-9f35-bb9a0e066f70,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
b1048920-3ea7-4137-852f-178d1d29e990,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
eb04b060-283b-46b7-ae65-721807534dec,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1141d2e5-f3b0-4ddc-bff7-8ba61102f594,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
26a6d1f3-87b2-4828-8ab6-243b1cf74f3c,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
5dd83e6c-0a2f-4b58-906c-7cec3801ddd7,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
883f5317-7b16-4dbd-aca9-1bcf72a2a3bd,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
d34b57fb-230e-4b45-b7ef-9b18bcfe93f8,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
eddcf59a-5b1f-4317-aab8-29334c2e9258,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
8b940bbc-46f7-4191-b3c5-360770d4d2c0,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f737b603-e547-4651-8295-0cd5479c805a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
113950aa-f488-4a72-878c-e931cbe93311,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
1822a4d9-2277-4b65-82a9-8aa26c201b5a,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
cf01bbc7-9fb0-47d8-930c-49403712b01e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
7b7cc788-ec44-4120-91d6-596da8cc065a,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
d316d982-f626-412c-9fd3-5aa265b0d9f0,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
f7b324b9-3a4e-41f2-9c5c-93c8cb1ea245,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
c9b3e18a-95e1-4b50-98ab-54bdb52584d4,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
ff82e715-e5d1-429f-8f15-b01affb117db,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
36f2fa5f-ad2b-489f-9b8b-6cc978b845ba,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
98c34998-ee14-4de8-8e9a-b9ba9524fe20,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
5862efa4-455e-4fa8-b69c-7610a52ed3c9,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
76a00847-ae92-4760-9883-7b2b460dcddd,g,150.0,150.0,condiment,traditional meal,All India Meal,50,30,50,Low,very_common,Condiment,False,2.0
cb3a1d7c-a991-4de8-9eba-1eaff969f734,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
d7bd01c5-0b95-4f7c-96db-b13db3be57e8,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
6f500cbc-a70e-4ab6-9c5a-e307bef4d15e,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
49d54725-f2af-4181-991a-ea19c3912cb2,g,150.0,150.0,veg_side,vegetables,All India Meal,50,300,50,Low,very_common,Vegetables,False,2.0
dbe11d0a-01f0-4cfe-a21d-abec50f85836,g,150.0,150.0,snack_fruit,fruits,All India Meal,20,150,10,Low,very_common,Fruits,False,2.0
e2fbf0dc-b4df-46ea-a5a5-7baf2d1c00a0,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
55ae74ff-cefa-4010-b544-30188b7411f6,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
db183f2b-a04d-4823-b53c-5ddfcbbd53e2,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
939af107-e1d9-436b-bb77-07fd7cbfdf33,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
c2ab264d-eec6-43fd-8f3e-1c41507e2baf,g,150.0,150.0,protein_main,paneer,North Indian Meal,50,300,50,Medium,common,Paneer,True,2.0
700304bb-ca84-40f1-ab22-448dce267fc7,g,150.0,150.0,combo_meal,traditional meal,All India Meal,50,300,50,Low,very_common,Traditional Meal,True,2.0
0aacccc9-d6f5-4514-91e6-2ba481674a17,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
aa26f8f2-2f22-4550-ae9c-963ffc415b2c,g,150.0,150.0,protein_main,chicken/meat,All India Meal,50,300,50,High,limited,Chicken/Meat,True,2.0
